User,AllocNodes,AllocCPUS,Elapsed,
oakif,1,1,00:00:40,
,1,1,00:00:40,
oakif,1,1,00:00:41,
,1,1,00:00:41,
oakif,1,1,00:00:41,
,1,1,00:00:41,
oakif,1,1,00:00:41,
,1,1,00:00:41,
oakif,1,1,00:00:42,
,1,1,00:00:42,
oakif,1,1,00:00:44,
,1,1,00:00:44,
oakif,1,1,00:00:44,
,1,1,00:00:44,
oakif,1,1,00:00:41,
,1,1,00:00:41,
oakif,1,1,00:00:40,
,1,1,00:00:40,
oakif,1,1,00:00:39,
,1,1,00:00:39,
oakif,1,1,00:00:41,
,1,1,00:00:41,
oakif,1,1,00:00:41,
,1,1,00:00:41,
oakif,1,1,00:00:41,
,1,1,00:00:41,
oakif,1,1,00:00:41,
,1,1,00:00:41,
oakif,1,1,00:00:42,
,1,1,00:00:42,
oakif,1,1,00:00:42,
,1,1,00:00:42,
oakif,1,1,00:00:42,
,1,1,00:00:42,
oakif,1,1,00:00:54,
,1,1,00:00:54,
oakif,1,1,00:00:40,
,1,1,00:00:40,
oakif,1,1,00:00:41,
,1,1,00:00:41,
oakif,1,1,00:00:42,
,1,1,00:00:42,
oakif,1,1,00:00:43,
,1,1,00:00:43,
oakif,1,1,00:00:41,
,1,1,00:00:41,
oakif,1,1,00:00:42,
,1,1,00:00:42,
oakif,1,1,00:00:41,
,1,1,00:00:41,
oakif,1,1,00:00:42,
,1,1,00:00:42,
oakif,1,1,00:00:43,
,1,1,00:00:43,
oakif,1,1,00:00:41,
,1,1,00:00:41,
oakif,1,1,00:00:49,
,1,1,00:00:49,
oakif,1,1,00:00:43,
,1,1,00:00:43,
oakif,1,1,00:00:41,
,1,1,00:00:41,
oakif,1,1,00:00:42,
,1,1,00:00:42,
oakif,1,1,00:00:42,
,1,1,00:00:42,
oakif,1,1,00:00:42,
,1,1,00:00:42,
oakif,1,1,00:00:42,
,1,1,00:00:42,
oakif,1,1,00:00:43,
,1,1,00:00:43,
oakif,1,1,00:00:42,
,1,1,00:00:42,
oakif,1,1,00:00:46,
,1,1,00:00:46,
oakif,1,1,00:00:44,
,1,1,00:00:44,
oakif,1,1,00:00:50,
,1,1,00:00:50,
oakif,1,1,00:00:45,
,1,1,00:00:45,
oakif,1,1,00:00:43,
,1,1,00:00:43,
oakif,1,1,00:00:41,
,1,1,00:00:41,
oakif,1,1,00:00:43,
,1,1,00:00:43,
oakif,1,1,00:00:43,
,1,1,00:00:43,
oakif,1,1,00:00:42,
,1,1,00:00:42,
oakif,1,1,00:00:43,
,1,1,00:00:43,
oakif,1,1,00:00:44,
,1,1,00:00:44,
oakif,1,1,00:00:43,
,1,1,00:00:43,
oakif,1,1,00:00:44,
,1,1,00:00:44,
oakif,1,1,00:00:37,
,1,1,00:00:37,
oakif,1,1,00:03:14,
,1,1,00:03:14,
oakif,1,1,00:05:08,
,1,1,00:05:09,
oakif,1,1,00:01:47,
,1,1,00:01:47,
oakif,1,1,00:01:49,
,1,1,00:01:49,
oakif,1,1,00:02:47,
,1,1,00:02:47,
oakif,1,1,00:00:43,
,1,1,00:00:43,
oakif,1,1,00:00:44,
,1,1,00:00:44,
oakif,1,1,00:01:27,
,1,1,00:01:27,
oakif,1,1,00:00:38,
,1,1,00:00:38,
oakif,1,1,00:00:33,
,1,1,00:00:33,
oakif,1,1,00:00:45,
,1,1,00:00:45,
oakif,1,1,00:00:38,
,1,1,00:00:38,
oakif,1,1,00:00:41,
,1,1,00:00:41,
oakif,1,1,00:00:41,
,1,1,00:00:41,
oakif,1,1,00:00:40,
,1,1,00:00:40,
oakif,1,1,00:00:41,
,1,1,00:00:41,
oakif,1,1,00:00:40,
,1,1,00:00:40,
oakif,1,1,00:00:40,
,1,1,00:00:40,
oakif,1,1,00:00:42,
,1,1,00:00:42,
oakif,1,1,00:00:42,
,1,1,00:00:42,
oakif,1,1,00:00:40,
,1,1,00:00:40,
oakif,1,1,00:00:47,
,1,1,00:00:47,
oakif,1,1,00:00:40,
,1,1,00:00:40,
oakif,1,1,00:00:41,
,1,1,00:00:41,
oakif,1,1,00:00:43,
,1,1,00:00:43,
oakif,1,1,00:00:40,
,1,1,00:00:40,
oakif,1,1,00:00:40,
,1,1,00:00:40,
oakif,1,1,00:00:42,
,1,1,00:00:42,
oakif,1,1,00:00:40,
,1,1,00:00:40,
oakif,1,1,00:00:40,
,1,1,00:00:40,
oakif,1,1,00:00:43,
,1,1,00:00:43,
oakif,1,1,00:00:43,
,1,1,00:00:43,
oakif,1,1,00:00:48,
,1,1,00:00:48,
oakif,1,1,00:00:43,
,1,1,00:00:43,
oakif,1,1,00:00:44,
,1,1,00:00:44,
oakif,1,1,00:00:40,
,1,1,00:00:40,
oakif,1,1,00:00:42,
,1,1,00:00:42,
oakif,1,1,00:00:43,
,1,1,00:00:43,
oakif,1,1,00:00:40,
,1,1,00:00:40,
oakif,1,1,00:00:41,
,1,1,00:00:41,
oakif,1,1,00:00:41,
,1,1,00:00:41,
oakif,1,1,00:00:41,
,1,1,00:00:41,
oakif,1,1,00:00:41,
,1,1,00:00:41,
oakif,1,1,00:00:45,
,1,1,00:00:45,
oakif,1,1,00:00:40,
,1,1,00:00:40,
oakif,1,1,00:00:40,
,1,1,00:00:40,
oakif,1,1,00:00:41,
,1,1,00:00:41,
oakif,1,1,00:00:40,
,1,1,00:00:40,
oakif,1,1,00:00:41,
,1,1,00:00:41,
oakif,1,1,00:00:41,
,1,1,00:00:41,
oakif,1,1,00:00:43,
,1,1,00:00:43,
oakif,1,1,00:00:40,
,1,1,00:00:40,
oakif,1,1,00:00:40,
,1,1,00:00:40,
oakif,1,1,00:00:41,
,1,1,00:00:41,
oakif,1,1,00:00:45,
,1,1,00:00:45,
oakif,1,1,00:00:40,
,1,1,00:00:40,
oakif,1,1,00:00:40,
,1,1,00:00:40,
oakif,1,1,00:00:44,
,1,1,00:00:44,
oakif,1,1,00:00:43,
,1,1,00:00:43,
oakif,1,1,00:00:43,
,1,1,00:00:43,
oakif,1,1,00:00:44,
,1,1,00:00:44,
oakif,1,1,00:00:42,
,1,1,00:00:42,
oakif,1,1,00:00:40,
,1,1,00:00:40,
oakif,1,1,00:00:40,
,1,1,00:00:40,
oakif,1,1,00:00:44,
,1,1,00:00:44,
oakif,1,1,00:00:46,
,1,1,00:00:46,
oakif,1,1,00:00:40,
,1,1,00:00:40,
oakif,1,1,00:00:41,
,1,1,00:00:41,
oakif,1,1,00:00:43,
,1,1,00:00:43,
oakif,1,1,00:00:42,
,1,1,00:00:42,
oakif,1,1,00:00:43,
,1,1,00:00:43,
oakif,1,1,00:00:41,
,1,1,00:00:41,
oakif,1,1,00:00:42,
,1,1,00:00:42,
oakif,1,1,00:00:43,
,1,1,00:00:43,
oakif,1,1,00:00:41,
,1,1,00:00:41,
oakif,1,1,00:00:40,
,1,1,00:00:40,
oakif,1,1,00:00:49,
,1,1,00:00:49,
oakif,1,1,00:00:40,
,1,1,00:00:40,
oakif,1,1,00:00:40,
,1,1,00:00:40,
oakif,1,1,00:00:40,
,1,1,00:00:40,
oakif,1,1,00:00:40,
,1,1,00:00:40,
oakif,1,1,00:00:40,
,1,1,00:00:40,
oakif,1,1,00:00:40,
,1,1,00:00:40,
oakif,1,1,00:00:41,
,1,1,00:00:41,
oakif,1,1,00:00:42,
,1,1,00:00:42,
oakif,1,1,00:00:40,
,1,1,00:00:40,
oakif,1,1,00:00:43,
,1,1,00:00:43,
oakif,1,1,00:00:46,
,1,1,00:00:46,
oakif,1,1,00:00:40,
,1,1,00:00:40,
oakif,1,1,00:00:41,
,1,1,00:00:41,
oakif,1,1,00:00:40,
,1,1,00:00:40,
oakif,1,1,00:00:40,
,1,1,00:00:40,
oakif,1,1,00:00:40,
,1,1,00:00:40,
oakif,1,1,00:00:43,
,1,1,00:00:43,
oakif,1,1,00:00:41,
,1,1,00:00:41,
oakif,1,1,00:00:41,
,1,1,00:00:41,
oakif,1,1,00:00:43,
,1,1,00:00:43,
oakif,1,1,00:00:43,
,1,1,00:00:43,
oakif,1,1,00:00:45,
,1,1,00:00:45,
oakif,1,1,00:00:41,
,1,1,00:00:41,
oakif,1,1,00:00:42,
,1,1,00:00:42,
oakif,1,1,00:00:44,
,1,1,00:00:44,
oakif,1,1,00:00:42,
,1,1,00:00:42,
oakif,1,1,00:00:41,
,1,1,00:00:41,
oakif,1,1,00:00:42,
,1,1,00:00:42,
oakif,1,1,00:00:40,
,1,1,00:00:40,
oakif,1,1,00:00:41,
,1,1,00:00:41,
oakif,1,1,00:00:42,
,1,1,00:00:42,
oakif,1,1,00:00:41,
,1,1,00:00:41,
oakif,1,1,00:00:46,
,1,1,00:00:46,
oakif,1,1,00:00:41,
,1,1,00:00:41,
oakif,1,1,00:00:40,
,1,1,00:00:40,
oakif,1,1,00:00:40,
,1,1,00:00:40,
oakif,1,1,00:00:41,
,1,1,00:00:41,
oakif,1,1,00:00:40,
,1,1,00:00:40,
oakif,1,1,00:00:42,
,1,1,00:00:42,
oakif,1,1,00:00:41,
,1,1,00:00:41,
oakif,1,1,00:00:42,
,1,1,00:00:42,
oakif,1,1,00:00:42,
,1,1,00:00:42,
rbarret8,1,1,01:01:19,
oakif,1,1,00:00:34,
oakif,1,1,00:05:42,
oakif,1,12,00:00:03,
oakif,1,12,00:00:02,
oakif,1,1,00:00:09,
oakif,1,1,00:00:27,
oakif,1,1,00:00:00,
oakif,1,1,00:00:01,
oakif,1,1,00:00:00,
oakif,1,1,00:00:06,
oakif,1,1,00:00:05,
oakif,1,2,00:00:07,
oakif,1,8,00:00:04,
oakif,1,8,00:00:05,
oakif,1,2,00:00:03,
oakif,1,2,00:00:03,
oakif,1,4,00:00:02,
oakif,1,1,00:00:19,
oakif,1,1,00:00:19,
oakif,1,4,00:00:07,
oakif,1,16,00:00:03,
oakif,1,32,00:00:06,
oakif,0,64,00:00:00,
oakif,0,48,00:00:00,
oakif,1,33,00:00:06,
oakif,1,33,00:00:06,
oakif,1,33,00:00:03,
oakif,1,33,00:00:03,
oakif,1,1,00:00:03,
oakif,1,1,00:00:02,
oakif,1,1,00:00:02,
oakif,1,1,00:00:00,
oakif,1,1,00:00:01,
oakif,1,1,00:00:02,
oakif,1,1,00:00:02,
oakif,1,1,00:00:02,
oakif,1,1,00:00:01,
oakif,1,1,00:00:00,
oakif,1,1,00:00:01,
oakif,1,1,00:00:02,
oakif,1,4,00:00:03,
oakif,1,4,00:00:10,
oakif,1,4,00:00:33,
oakif,1,4,00:00:01,
oakif,1,4,00:00:09,
oakif,1,4,00:00:09,
oakif,1,4,00:00:10,
oakif,1,4,00:00:29,
oakif,1,32,00:00:01,
oakif,1,32,00:00:08,
oakif,1,32,00:00:00,
,1,32,00:00:00,
oakif,1,32,00:00:00,
,1,32,00:00:00,
oakif,1,32,00:00:01,
,1,32,00:00:01,
oakif,1,32,00:00:00,
,1,32,00:00:00,
oakif,1,32,00:00:01,
,1,32,00:00:01,
oakif,1,32,00:00:00,
,1,32,00:00:00,
oakif,1,1,00:00:01,
,1,1,00:00:01,
oakif,1,1,00:00:00,
,1,1,00:00:00,
oakif,1,1,00:00:01,
,1,1,00:00:01,
oakif,1,1,00:00:01,
,1,1,00:00:01,
oakif,1,1,00:00:00,
,1,1,00:00:00,
oakif,1,1,00:00:01,
,1,1,00:00:01,
oakif,1,1,00:00:00,
,1,1,00:00:00,
oakif,1,1,00:00:01,
,1,1,00:00:01,
oakif,1,1,00:00:40,
,1,1,00:00:40,
oakif,1,1,00:00:00,
,1,1,00:00:00,
oakif,1,1,00:00:00,
,1,1,00:00:00,
oakif,1,1,00:00:01,
,1,1,00:00:01,
oakif,1,32,00:39:50,
,1,32,00:39:50,
rbarret8,1,1,06:56:01,
damirkul,1,10,00:26:45,
,1,10,00:26:45,
damirkul,2,64,00:00:03,
,1,32,00:00:03,
,1,2,00:00:01,
damirkul,2,64,00:10:53,
,1,32,00:10:53,
,1,2,00:10:55,
damirkul,0,128,00:00:00,
damirkul,2,64,00:10:15,
,1,32,00:10:16,
,1,1,00:10:17,
damirkul,0,96,00:00:00,
damirkul,0,80,00:00:00,
damirkul,0,76,00:00:00,
damirkul,2,64,00:02:23,
,1,32,00:02:24,
,1,1,00:02:24,
damirkul,4,128,4-14:44:05,
,1,32,4-14:44:05,
,3,6,4-14:45:03,
damirkul,1,1,00:57:40,
,1,1,00:57:40,
damirkul,0,32,00:00:00,
damirkul,0,32,00:00:00,
damirkul,0,28,00:00:00,
damirkul,0,20,00:00:00,
damirkul,0,10,00:00:00,
damirkul,0,8,00:00:00,
damirkul,1,4,1-19:44:45,
,1,4,1-19:44:45,
oakif,0,1,00:00:00,
oakif,1,1,00:00:06,
,1,1,00:00:06,
oakif,1,1,00:00:00,
,1,1,00:00:00,
oakif,1,1,00:00:01,
,1,1,00:00:01,
oakif,1,1,00:00:01,
,1,1,00:00:01,
oakif,1,1,00:00:00,
,1,1,00:00:00,
oakif,1,1,00:00:01,
,1,1,00:00:01,
oakif,1,1,00:00:00,
,1,1,00:00:00,
oakif,1,1,00:00:03,
,1,1,00:00:03,
oakif,1,1,00:00:00,
,1,1,00:00:00,
oakif,1,1,00:00:00,
,1,1,00:00:00,
oakif,1,1,00:00:01,
,1,1,00:00:01,
oakif,1,1,00:00:00,
,1,1,00:00:00,
oakif,1,1,00:00:01,
,1,1,00:00:01,
oakif,1,1,00:00:01,
,1,1,00:00:01,
oakif,1,1,00:00:00,
,1,1,00:00:00,
oakif,1,1,00:00:00,
,1,1,00:00:00,
oakif,1,1,00:00:01,
,1,1,00:00:01,
oakif,1,1,00:00:00,
,1,1,00:00:00,
oakif,1,1,00:00:00,
,1,1,00:00:00,
oakif,1,1,00:00:01,
,1,1,00:00:01,
oakif,1,1,00:00:01,
,1,1,00:00:01,
oakif,1,1,00:00:01,
,1,1,00:00:01,
oakif,1,1,00:00:00,
,1,1,00:00:00,
oakif,1,1,00:00:01,
,1,1,00:00:01,
oakif,1,1,00:00:01,
,1,1,00:00:01,
oakif,1,1,00:00:00,
,1,1,00:00:00,
oakif,1,1,00:00:01,
,1,1,00:00:01,
oakif,1,1,00:00:01,
,1,1,00:00:01,
oakif,1,1,00:00:01,
,1,1,00:00:01,
oakif,1,1,00:00:01,
,1,1,00:00:01,
oakif,1,1,00:00:01,
,1,1,00:00:01,
oakif,1,1,00:00:00,
,1,1,00:00:00,
oakif,1,1,00:00:00,
oakif,1,1,00:00:01,
oakif,1,1,00:00:02,
oakif,1,1,00:00:00,
oakif,1,1,00:00:30,
oakif,1,1,00:00:39,
,1,1,00:00:39,
oakif,1,1,00:00:44,
,1,1,00:00:44,
oakif,1,1,00:00:45,
,1,1,00:00:45,
oakif,1,1,00:00:43,
,1,1,00:00:43,
oakif,1,1,00:00:45,
,1,1,00:00:45,
oakif,1,1,00:00:44,
,1,1,00:00:44,
oakif,1,1,00:00:46,
,1,1,00:00:46,
oakif,1,1,00:00:42,
,1,1,00:00:42,
oakif,1,1,00:00:45,
,1,1,00:00:45,
oakif,1,1,00:00:41,
,1,1,00:00:41,
oakif,1,1,00:00:43,
,1,1,00:00:43,
oakif,1,1,00:00:44,
,1,1,00:00:44,
oakif,1,1,00:00:47,
,1,1,00:00:47,
oakif,1,1,00:00:45,
,1,1,00:00:45,
oakif,1,1,00:00:43,
,1,1,00:00:43,
oakif,1,1,00:00:44,
,1,1,00:00:44,
oakif,1,1,00:00:45,
,1,1,00:00:45,
oakif,1,1,00:00:42,
,1,1,00:00:42,
oakif,1,1,00:00:45,
,1,1,00:00:45,
oakif,1,1,00:00:42,
,1,1,00:00:42,
oakif,1,1,00:00:44,
,1,1,00:00:44,
oakif,1,1,00:00:44,
,1,1,00:00:44,
oakif,1,1,00:00:44,
,1,1,00:00:44,
oakif,1,1,00:00:46,
,1,1,00:00:46,
oakif,1,1,00:00:46,
,1,1,00:00:46,
oakif,1,1,00:00:49,
,1,1,00:00:49,
oakif,1,1,00:00:44,
,1,1,00:00:44,
oakif,1,1,00:00:44,
,1,1,00:00:44,
oakif,1,1,00:00:41,
,1,1,00:00:41,
oakif,1,1,00:00:40,
,1,1,00:00:40,
oakif,1,1,00:00:42,
,1,1,00:00:42,
oakif,1,1,00:00:42,
,1,1,00:00:42,
oakif,1,1,00:00:40,
,1,1,00:00:40,
oakif,1,1,00:00:42,
,1,1,00:00:42,
oakif,1,1,00:00:44,
,1,1,00:00:44,
oakif,1,1,00:00:48,
,1,1,00:00:48,
oakif,1,1,00:00:45,
,1,1,00:00:45,
oakif,1,1,00:00:43,
,1,1,00:00:43,
oakif,1,1,00:00:41,
,1,1,00:00:41,
oakif,1,1,00:00:42,
,1,1,00:00:42,
oakif,1,1,00:00:42,
,1,1,00:00:42,
oakif,1,1,00:00:40,
,1,1,00:00:40,
oakif,1,1,00:00:42,
,1,1,00:00:42,
oakif,1,1,00:00:40,
,1,1,00:00:40,
oakif,1,1,00:00:43,
,1,1,00:00:43,
oakif,1,1,00:00:47,
,1,1,00:00:47,
oakif,1,1,00:00:45,
,1,1,00:00:45,
oakif,1,1,00:00:44,
,1,1,00:00:44,
oakif,1,1,00:00:43,
,1,1,00:00:43,
oakif,1,1,00:00:41,
,1,1,00:00:41,
oakif,1,1,00:00:42,
,1,1,00:00:42,
oakif,1,1,00:00:41,
,1,1,00:00:41,
oakif,1,1,00:00:40,
,1,1,00:00:40,
oakif,1,1,00:00:43,
,1,1,00:00:43,
oakif,1,1,00:00:40,
,1,1,00:00:40,
oakif,1,1,00:00:41,
,1,1,00:00:41,
oakif,1,1,00:00:44,
,1,1,00:00:44,
oakif,1,1,00:00:46,
,1,1,00:00:46,
oakif,1,1,00:00:44,
,1,1,00:00:44,
oakif,1,1,00:00:41,
,1,1,00:00:41,
oakif,1,1,00:00:42,
,1,1,00:00:42,
oakif,1,1,00:00:41,
,1,1,00:00:41,
oakif,1,1,00:00:44,
,1,1,00:00:44,
oakif,1,1,00:00:41,
,1,1,00:00:41,
oakif,1,1,00:00:41,
,1,1,00:00:41,
oakif,1,1,00:00:44,
,1,1,00:00:44,
oakif,1,1,00:00:44,
,1,1,00:00:44,
oakif,1,1,00:00:46,
,1,1,00:00:46,
oakif,1,1,00:00:49,
,1,1,00:00:49,
oakif,1,1,00:00:45,
,1,1,00:00:45,
oakif,1,1,00:00:40,
,1,1,00:00:40,
oakif,1,1,00:00:43,
,1,1,00:00:43,
oakif,1,1,00:00:41,
,1,1,00:00:41,
oakif,1,1,00:00:40,
,1,1,00:00:40,
oakif,1,1,00:00:42,
,1,1,00:00:42,
oakif,1,1,00:00:42,
,1,1,00:00:42,
oakif,1,1,00:00:41,
,1,1,00:00:41,
oakif,1,1,00:00:44,
,1,1,00:00:44,
oakif,1,1,00:00:45,
,1,1,00:00:45,
oakif,1,1,00:00:45,
,1,1,00:00:45,
oakif,1,1,00:00:45,
,1,1,00:00:45,
oakif,1,1,00:00:41,
,1,1,00:00:41,
oakif,1,1,00:00:42,
,1,1,00:00:42,
oakif,1,1,00:00:44,
,1,1,00:00:44,
oakif,1,1,00:00:43,
,1,1,00:00:43,
oakif,1,1,00:00:41,
,1,1,00:00:41,
oakif,1,1,00:00:42,
,1,1,00:00:42,
oakif,1,1,00:00:41,
,1,1,00:00:41,
oakif,1,1,00:00:41,
,1,1,00:00:41,
oakif,1,1,00:00:47,
,1,1,00:00:47,
oakif,1,1,00:00:45,
,1,1,00:00:45,
oakif,1,1,00:00:42,
,1,1,00:00:42,
oakif,1,1,00:00:41,
,1,1,00:00:41,
oakif,1,1,00:00:42,
,1,1,00:00:42,
oakif,1,1,00:00:42,
,1,1,00:00:42,
oakif,1,1,00:00:44,
,1,1,00:00:44,
oakif,1,1,00:00:41,
,1,1,00:00:41,
oakif,1,1,00:00:41,
,1,1,00:00:41,
oakif,1,1,00:00:42,
,1,1,00:00:42,
oakif,1,1,00:00:41,
,1,1,00:00:41,
oakif,1,1,00:00:45,
,1,1,00:00:45,
oakif,1,1,00:00:46,
,1,1,00:00:46,
oakif,1,1,00:00:43,
,1,1,00:00:43,
oakif,1,1,00:00:42,
,1,1,00:00:42,
oakif,1,1,00:00:44,
,1,1,00:00:44,
oakif,1,1,00:00:41,
,1,1,00:00:41,
oakif,1,1,00:00:42,
,1,1,00:00:42,
oakif,1,1,00:00:41,
,1,1,00:00:41,
oakif,1,1,00:00:43,
,1,1,00:00:43,
oakif,1,1,00:00:42,
,1,1,00:00:42,
oakif,0,48,00:00:00,
oakif,0,40,00:00:00,
oakif,0,35,00:00:00,
oakif,0,36,00:00:00,
oakif,0,38,00:00:00,
oakif,0,37,00:00:00,
oakif,0,36,00:00:00,
oakif,1,2,00:00:00,
oakif,0,36,00:00:00,
oakif,0,12,00:00:00,
oakif,0,10,00:00:00,
oakif,1,4,00:00:11,
oakif,0,6,00:00:00,
mchakra2,1,1,08:00:20,
,1,1,08:00:20,
oakif,1,1,00:00:00,
oakif,1,1,00:00:10,
oakif,1,1,00:00:38,
sjakymiw,1,1,00:16:51,
oakif,1,1,00:00:00,
oakif,1,1,00:00:40,
sjakymiw,1,1,00:03:57,
oakif,1,1,00:00:00,
oakif,1,1,00:00:01,
oakif,1,1,00:00:01,
oakif,1,1,00:00:21,
oakif,1,4,00:00:43,
sjakymiw,1,1,02:00:04,
oakif,1,1,00:00:40,
oakif,1,1,00:05:14,
oakif,1,1,00:00:20,
oakif,1,1,00:06:14,
oakif,1,1,00:01:28,
oakif,1,1,00:01:29,
oakif,1,1,00:01:02,
oakif,1,1,00:02:13,
oakif,1,1,00:02:37,
mchakra2,1,1,02:46:51,
mchakra2,1,1,00:00:15,
,1,1,00:00:15,
mchakra2,1,1,1-00:33:00,
,1,1,1-00:33:00,
hgandhi,0,12,00:00:00,
hgandhi,0,1,00:00:00,
oakif,1,1,00:00:04,
oakif,1,1,00:00:11,
oakif,1,1,00:00:03,
oakif,1,1,00:00:04,
oakif,1,1,00:00:04,
oakif,1,1,00:00:03,
oakif,1,1,00:00:03,
oakif,1,1,00:00:04,
oakif,1,1,00:00:04,
oakif,1,1,00:00:04,
oakif,1,1,00:00:04,
oakif,1,1,00:00:03,
oakif,1,1,00:00:04,
oakif,1,1,00:00:03,
oakif,1,1,00:00:04,
oakif,1,1,00:00:04,
oakif,1,1,00:00:19,
oakif,1,1,00:00:17,
oakif,1,1,00:00:05,
oakif,1,1,00:00:03,
oakif,1,1,00:00:03,
oakif,1,1,00:00:03,
oakif,1,1,00:00:18,
oakif,1,1,00:00:17,
oakif,1,1,00:00:22,
oakif,1,1,00:00:29,
oakif,1,1,00:00:14,
oakif,1,1,00:00:13,
oakif,1,1,00:00:15,
oakif,1,1,00:00:17,
oakif,1,1,00:00:16,
rbarret8,1,1,04:15:33,
damirkul,0,20,00:00:00,
hgandhi,0,12,00:00:00,
mchakra2,1,1,08:00:24,
,1,1,08:00:24,
damirkul,0,4,00:00:00,
hgandhi,1,1,00:04:33,
damirkul,1,2,2-08:00:07,
,1,2,2-08:00:07,
hgandhi,0,6,00:00:00,
hgandhi,0,4,00:00:00,
hgandhi,1,2,02:00:17,
oakif,1,1,00:00:06,
oakif,1,1,00:00:25,
oakif,1,1,00:00:16,
oakif,1,1,00:00:17,
oakif,1,1,00:00:17,
oakif,1,1,00:00:09,
oakif,1,1,00:00:00,
oakif,1,1,00:00:09,
oakif,1,1,00:00:16,
oakif,1,1,00:00:16,
rbarret8,1,1,02:31:01,
rbarret8,1,1,00:50:55,
oakif,1,1,00:00:20,
oakif,1,1,00:00:16,
oakif,1,1,00:00:16,
oakif,1,1,00:00:15,
oakif,1,1,00:00:16,
oakif,1,1,00:00:15,
oakif,1,1,00:00:14,
oakif,1,1,00:00:16,
oakif,1,1,00:00:17,
oakif,1,1,00:00:19,
oakif,1,1,00:00:03,
oakif,1,1,00:00:18,
oakif,1,1,00:00:18,
oakif,1,1,00:00:07,
oakif,1,1,00:00:05,
oakif,1,1,00:00:06,
oakif,0,36,00:00:00,
oakif,1,1,00:00:06,
oakif,1,1,00:00:01,
oakif,1,1,00:00:32,
,1,1,00:00:32,
oakif,1,1,00:00:35,
,1,1,00:00:35,
oakif,1,1,00:00:33,
,1,1,00:00:33,
oakif,1,1,00:00:45,
,1,1,00:00:45,
oakif,1,1,00:00:44,
,1,1,00:00:44,
oakif,1,1,00:00:27,
,1,1,00:00:27,
oakif,1,1,00:00:27,
,1,1,00:00:27,
oakif,1,1,00:00:28,
,1,1,00:00:28,
oakif,1,1,00:00:27,
,1,1,00:00:27,
oakif,1,1,00:00:29,
,1,1,00:00:29,
oakif,1,1,00:00:28,
,1,1,00:00:28,
oakif,1,1,00:00:29,
,1,1,00:00:29,
oakif,1,1,00:00:30,
,1,1,00:00:30,
oakif,1,1,00:00:30,
,1,1,00:00:30,
oakif,1,1,00:00:28,
,1,1,00:00:28,
oakif,1,1,00:00:28,
,1,1,00:00:28,
oakif,1,1,00:00:27,
,1,1,00:00:27,
oakif,1,1,00:00:30,
,1,1,00:00:30,
oakif,1,1,00:00:29,
,1,1,00:00:29,
oakif,1,1,00:00:28,
,1,1,00:00:28,
oakif,1,1,00:00:28,
,1,1,00:00:28,
oakif,1,1,00:00:29,
,1,1,00:00:29,
oakif,1,1,00:00:28,
,1,1,00:00:28,
oakif,1,1,00:00:29,
,1,1,00:00:29,
oakif,1,1,00:00:31,
,1,1,00:00:31,
oakif,1,1,00:00:29,
,1,1,00:00:29,
oakif,1,1,00:00:28,
,1,1,00:00:28,
oakif,1,1,00:00:30,
,1,1,00:00:30,
oakif,1,1,00:00:28,
,1,1,00:00:28,
oakif,1,1,00:00:29,
,1,1,00:00:29,
oakif,1,1,00:00:30,
,1,1,00:00:30,
oakif,1,1,00:00:30,
,1,1,00:00:30,
oakif,1,1,00:00:28,
,1,1,00:00:28,
oakif,1,1,00:00:28,
,1,1,00:00:28,
oakif,1,1,00:00:29,
,1,1,00:00:29,
oakif,1,1,00:00:30,
,1,1,00:00:30,
oakif,1,1,00:00:28,
,1,1,00:00:28,
oakif,1,1,00:00:30,
,1,1,00:00:30,
oakif,1,1,00:00:28,
,1,1,00:00:28,
oakif,1,1,00:00:29,
,1,1,00:00:29,
oakif,1,1,00:00:30,
,1,1,00:00:30,
oakif,1,1,00:00:30,
,1,1,00:00:30,
oakif,1,1,00:00:30,
,1,1,00:00:30,
oakif,1,1,00:00:31,
,1,1,00:00:31,
oakif,1,1,00:00:29,
,1,1,00:00:29,
oakif,1,1,00:00:30,
,1,1,00:00:30,
oakif,1,1,00:00:29,
,1,1,00:00:29,
oakif,1,1,00:00:29,
,1,1,00:00:29,
oakif,1,1,00:00:29,
,1,1,00:00:29,
oakif,1,1,00:00:30,
,1,1,00:00:30,
oakif,1,1,00:00:30,
,1,1,00:00:30,
oakif,1,1,00:00:29,
,1,1,00:00:29,
oakif,1,1,00:00:29,
,1,1,00:00:29,
oakif,1,1,00:00:32,
,1,1,00:00:32,
oakif,1,1,00:00:29,
,1,1,00:00:29,
oakif,1,1,00:00:30,
,1,1,00:00:30,
oakif,1,1,00:00:30,
,1,1,00:00:30,
oakif,1,1,00:00:30,
,1,1,00:00:30,
oakif,1,1,00:00:29,
,1,1,00:00:29,
oakif,1,1,00:00:30,
,1,1,00:00:30,
oakif,1,1,00:00:29,
,1,1,00:00:29,
oakif,1,1,00:00:31,
,1,1,00:00:31,
oakif,1,1,00:00:29,
,1,1,00:00:29,
oakif,1,1,00:00:30,
,1,1,00:00:30,
oakif,1,1,00:00:30,
,1,1,00:00:30,
oakif,1,1,00:00:29,
,1,1,00:00:29,
oakif,1,1,00:00:31,
,1,1,00:00:31,
oakif,1,1,00:00:30,
,1,1,00:00:30,
oakif,1,1,00:00:30,
,1,1,00:00:30,
oakif,1,1,00:00:30,
,1,1,00:00:30,
oakif,1,1,00:00:30,
